Row ID,Order ID,Order Date,Ship Mode,Customer ID,Product ID,Category,Sub-Category,Product Name,Quantity,Sales
9651,CA-2016-107104,11/26/2016,Standard Class,MS-17365,OFF-AR-10004269,Office Supplies,Art,Newell 31,9,$37.17 
9652,CA-2016-107104,11/26/2016,Standard Class,MS-17365,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,2,$64.96 
9653,CA-2016-107104,11/26/2016,Standard Class,MS-17365,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",6,$595.38 
9654,CA-2017-161893,1/23/2017,Standard Class,HP-14815,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,2,$95.98 
9655,CA-2017-161893,1/23/2017,Standard Class,HP-14815,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,2,$4.94 
9656,CA-2014-156160,9/22/2014,Standard Class,AS-10090,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",3,$97.44 
9657,CA-2014-156160,9/22/2014,Standard Class,AS-10090,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,1,$3.98 
9658,CA-2014-156160,9/22/2014,Standard Class,AS-10090,OFF-AR-10003876,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",4,$13.04 
9659,CA-2014-156160,9/22/2014,Standard Class,AS-10090,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,4,$579.53 
9660,CA-2014-100860,3/26/2014,Second Class,CS-12505,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,5,$18.75 
9661,CA-2016-160717,6/6/2016,Standard Class,ME-17320,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,9,"$3,023.93 "
9662,CA-2016-160717,6/6/2016,Standard Class,ME-17320,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,2,$26.96 
9663,CA-2016-160717,6/6/2016,Standard Class,ME-17320,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,3,$477.60 
9664,CA-2017-132619,8/31/2017,Standard Class,MS-17770,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,3,$193.95 
9665,US-2015-120957,12/7/2015,Same Day,KH-16690,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,2,$12.96 
9666,CA-2017-157448,11/16/2017,Standard Class,LC-16885,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,3,$119.94 
9667,CA-2017-157448,11/16/2017,Standard Class,LC-16885,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3,$12.42 
9668,CA-2016-126270,4/23/2016,Standard Class,AF-10870,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,7,$18.09 
9669,CA-2016-126270,4/23/2016,Standard Class,AF-10870,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",3,$71.97 
9670,CA-2017-145275,4/2/2017,Standard Class,AH-10465,OFF-LA-10001569,Office Supplies,Labels,Avery 499,3,$14.94 
9671,CA-2015-133396,8/13/2015,First Class,GK-14620,OFF-AR-10001446,Office Supplies,Art,Newell 309,7,$64.68 
9672,US-2017-140312,11/13/2017,Standard Class,KL-16645,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,5,$22.00 
9673,CA-2016-114867,12/23/2016,Standard Class,FM-14290,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,2,$7.97 
9674,CA-2016-114867,12/23/2016,Standard Class,FM-14290,TEC-PH-10002645,Technology,Phones,LG G2,5,"$1,499.97 "
9675,US-2014-164644,7/22/2014,Second Class,JL-15850,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,1,$26.63 
9676,CA-2016-137393,5/6/2016,Standard Class,GM-14500,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",4,$41.60 
9677,US-2014-120175,11/28/2014,Standard Class,MC-17635,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,6,$64.02 
9678,CA-2016-144785,4/18/2016,Standard Class,CS-12490,OFF-AR-10001573,Office Supplies,Art,American Pencil,3,$6.99 
9679,CA-2016-144785,4/18/2016,Standard Class,CS-12490,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",1,$6.84 
9680,CA-2015-130113,12/27/2015,Standard Class,AH-10030,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,2,$323.10 
9681,CA-2015-130113,12/27/2015,Standard Class,AH-10030,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,9,$668.16 
9682,CA-2017-122770,12/13/2017,Standard Class,EP-13915,OFF-LA-10004559,Office Supplies,Labels,Avery 49,3,$8.64 
9683,CA-2017-122770,12/13/2017,Standard Class,EP-13915,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,6,$38.88 
9684,CA-2017-122770,12/13/2017,Standard Class,EP-13915,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",8,$201.04 
9685,CA-2017-122770,12/13/2017,Standard Class,EP-13915,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,2,$12.96 
9686,CA-2017-118668,1/2/2017,Second Class,FW-14395,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,1,$16.59 
9687,CA-2017-116498,5/30/2017,Standard Class,KA-16525,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",6,$35.10 
9688,US-2017-130603,9/30/2017,Standard Class,SC-20050,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,9,$11.65 
9689,US-2017-135986,6/20/2017,Standard Class,PG-18895,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,5,$32.40 
9690,US-2017-135986,6/20/2017,Standard Class,PG-18895,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,4,$503.96 
9691,CA-2017-140536,4/4/2017,First Class,TA-21385,OFF-AR-10001545,Office Supplies,Art,Newell 326,4,$7.04 
9692,CA-2015-130183,11/13/2015,Standard Class,PO-18850,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",3,$614.00 
9693,CA-2015-107902,8/28/2015,Standard Class,SM-20950,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",11,$470.36 
9694,CA-2017-130148,9/24/2017,Second Class,NK-18490,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,6,$31.08 
9695,CA-2017-130148,9/24/2017,Second Class,NK-18490,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,2,$7.30 
9696,US-2016-151260,12/11/2016,First Class,SC-20695,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,4,$73.54 
9697,CA-2014-144281,6/10/2014,Second Class,HK-14890,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",5,$491.55 
9698,CA-2016-122511,3/11/2016,Same Day,BT-11485,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",4,$30.34 
9699,CA-2017-154116,12/15/2017,Standard Class,KM-16660,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",3,$22.83 
9700,CA-2017-154116,12/15/2017,Standard Class,KM-16660,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,4,$54.32 
9701,CA-2017-154116,12/15/2017,Standard Class,KM-16660,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,3,$196.78 
9702,CA-2016-105291,10/30/2016,Standard Class,SP-20920,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2,$3.62 
9703,CA-2017-147032,7/31/2017,Standard Class,LB-16795,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,1,$11.54 
9704,CA-2017-147032,7/31/2017,Standard Class,LB-16795,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,5,$849.95 
9705,CA-2017-147032,7/31/2017,Standard Class,LB-16795,OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",3,$11.01 
9706,CA-2017-125990,10/19/2017,Standard Class,JS-16030,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,3,$39.62 
9707,CA-2016-161746,10/21/2016,Standard Class,CS-11950,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,3,$242.14 
9708,CA-2016-161746,10/21/2016,Standard Class,CS-11950,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,3,$12.39 
9709,CA-2016-161746,10/21/2016,Standard Class,CS-11950,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",2,$19.96 
9710,CA-2016-161746,10/21/2016,Standard Class,CS-11950,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,3,$340.92 
9711,CA-2014-114251,11/5/2014,Standard Class,MD-17350,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,2,$273.57 
9712,CA-2014-114251,11/5/2014,Standard Class,MD-17350,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,2,$13.19 
9713,CA-2014-114251,11/5/2014,Standard Class,MD-17350,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,6,"$1,080.10 "
9714,CA-2014-114251,11/5/2014,Standard Class,MD-17350,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,5,$51.56 
9715,CA-2014-114251,11/5/2014,Standard Class,MD-17350,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,2,$58.42 
9716,CA-2016-116379,11/7/2016,Standard Class,LD-17005,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,2,$57.58 
9717,US-2016-144477,8/12/2016,Second Class,DB-13270,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,4,$37.31 
9718,CA-2016-108210,5/30/2016,Same Day,AT-10735,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,5,$79.96 
9719,CA-2016-108210,5/30/2016,Same Day,AT-10735,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,5,$223.96 
9720,CA-2017-166835,11/12/2017,Second Class,DK-13375,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",2,$221.02 
9721,CA-2016-119641,9/22/2016,Standard Class,CS-12250,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",2,$18.96 
9722,CA-2016-105781,2/16/2016,Standard Class,JF-15565,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,3,$326.65 
9723,CA-2016-105781,2/16/2016,Standard Class,JF-15565,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,3,$89.97 
9724,CA-2014-101364,12/22/2014,Standard Class,TW-21025,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',13,$296.71 
9725,CA-2015-117898,12/5/2015,Standard Class,TB-21250,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,2,$12.22 
9726,CA-2017-142293,9/17/2017,First Class,SC-20380,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,3,$89.97 
9727,CA-2017-167395,12/2/2017,First Class,KM-16720,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,7,$286.86 
9728,CA-2017-167395,12/2/2017,First Class,KM-16720,TEC-PH-10004977,Technology,Phones,GE 30524EE4,5,$979.95 
9729,CA-2017-167395,12/2/2017,First Class,KM-16720,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,2,$4.36 
9730,CA-2014-111962,9/29/2014,Standard Class,EB-14170,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,2,$10.05 
9731,CA-2014-111962,9/29/2014,Standard Class,EB-14170,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,5,$807.75 
9732,CA-2017-124261,11/14/2017,Standard Class,JE-15715,OFF-AR-10003504,Office Supplies,Art,Newell 347,8,$34.24 
9733,CA-2014-114321,8/20/2014,Standard Class,NC-18535,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",13,$500.24 
9734,CA-2014-114321,8/20/2014,Standard Class,NC-18535,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,2,$20.12 
9735,CA-2014-114321,8/20/2014,Standard Class,NC-18535,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1,$896.99 
9736,CA-2014-128062,11/19/2014,Second Class,AD-10180,OFF-PA-10001583,Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",1,$5.88 
9737,US-2015-100069,6/29/2015,Standard Class,NF-18475,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,2,$269.98 
9738,CA-2017-129294,3/16/2017,Standard Class,KD-16615,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",2,$310.12 
9739,CA-2017-129294,3/16/2017,Standard Class,KD-16615,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",6,$70.46 
9740,CA-2017-129294,3/16/2017,Standard Class,KD-16615,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,5,$19.68 
9741,CA-2017-129294,3/16/2017,Standard Class,KD-16615,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,3,$140.67 
9742,CA-2015-117086,11/8/2015,Standard Class,QJ-19255,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",5,"$4,404.90 "
9743,CA-2017-131303,11/28/2017,Standard Class,EP-13915,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,5,$62.65 
9744,CA-2016-137127,6/16/2016,Standard Class,JJ-15445,OFF-LA-10001641,Office Supplies,Labels,Avery 518,3,$9.45 
9745,CA-2017-141782,1/21/2017,Standard Class,BE-11410,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,4,$268.58 
9746,CA-2017-137505,11/24/2017,Same Day,BP-11290,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",2,$364.08 
9747,CA-2017-137505,11/24/2017,Same Day,BP-11290,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,2,$71.09 
9748,US-2014-140914,11/11/2014,Standard Class,BH-11710,FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,2,$10.98 
9749,US-2014-140914,11/11/2014,Standard Class,BH-11710,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,4,$797.94 
9750,CA-2016-158358,3/4/2016,Standard Class,EM-13810,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,2,$159.98 
9751,CA-2016-113390,10/11/2016,Standard Class,EP-13915,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,2,$5.34 
9752,CA-2016-113390,10/11/2016,Standard Class,EP-13915,OFF-AR-10001446,Office Supplies,Art,Newell 309,3,$27.72 
9753,US-2016-158680,7/1/2016,First Class,NZ-18565,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,1,$2.50 
9754,CA-2017-113705,3/27/2017,Second Class,LC-16870,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",2,$8.26 
9755,CA-2017-113705,3/27/2017,Second Class,LC-16870,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,2,$17.76 
9756,CA-2017-113705,3/27/2017,Second Class,LC-16870,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",3,$332.94 
9757,CA-2017-113705,3/27/2017,Second Class,LC-16870,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,2,$292.10 
9758,CA-2017-113705,3/27/2017,Second Class,LC-16870,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,5,$206.10 
9759,CA-2017-113705,3/27/2017,Second Class,LC-16870,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4,$17.64 
9760,CA-2016-146913,10/31/2016,Standard Class,SF-20965,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,5,"$1,403.92 "
9761,CA-2017-159135,11/4/2017,Standard Class,KM-16375,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",2,$4.30 
9762,CA-2014-121762,2/14/2014,Standard Class,ML-17395,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,3,$239.97 
9763,CA-2014-121762,2/14/2014,Standard Class,ML-17395,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,2,$81.96 
9764,CA-2014-121762,2/14/2014,Standard Class,ML-17395,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,2,$238.62 
9765,CA-2014-123855,6/18/2014,Standard Class,MC-18100,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,5,$139.80 
9766,CA-2017-101959,2/28/2017,Standard Class,DB-13660,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2,$9.84 
9767,CA-2017-101959,2/28/2017,Standard Class,DB-13660,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",1,$7.78 
9768,CA-2017-102659,12/9/2017,Standard Class,LW-17215,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,5,$54.90 
9769,CA-2017-142328,12/7/2017,Standard Class,TC-21535,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",6,$50.04 
9770,CA-2016-123533,11/24/2016,Standard Class,SC-20050,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,5,$339.92 
9771,CA-2016-123533,11/24/2016,Standard Class,SC-20050,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,4,$10.53 
9772,CA-2016-123533,11/24/2016,Standard Class,SC-20050,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,2,$42.38 
9773,CA-2016-104983,7/3/2016,Same Day,FM-14215,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,5,$123.92 
9774,CA-2016-160234,6/26/2016,Standard Class,PF-19225,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,1,$135.95 
9775,CA-2014-169019,7/26/2014,Standard Class,LF-17185,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,8,"$2,177.58 "
9776,CA-2014-169019,7/26/2014,Standard Class,LF-17185,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,3,$17.50 
9777,CA-2014-169019,7/26/2014,Standard Class,LF-17185,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,4,$16.78 
9778,CA-2014-169019,7/26/2014,Standard Class,LF-17185,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,9,$431.14 
9779,CA-2014-169019,7/26/2014,Standard Class,LF-17185,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,5,$8.88 
9780,CA-2014-169019,7/26/2014,Standard Class,LF-17185,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,2,$4.84 
9781,CA-2016-153178,9/14/2016,Standard Class,CL-12565,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,3,$437.85 
9782,CA-2016-153178,9/14/2016,Standard Class,CL-12565,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,2,$673.57 
9783,CA-2015-149748,5/31/2015,Second Class,EM-13825,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,5,$274.80 
9784,CA-2015-149748,5/31/2015,Second Class,EM-13825,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",1,$62.18 
9785,CA-2015-149748,5/31/2015,Second Class,EM-13825,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,2,$8.28 
9786,CA-2015-155635,5/9/2015,Standard Class,ME-17725,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",3,$48.81 
9787,US-2014-114377,11/5/2014,Same Day,BG-11035,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",5,$149.90 
9788,CA-2017-144491,3/27/2017,Standard Class,CJ-12010,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",5,"$1,023.33 "
9789,CA-2017-144491,3/27/2017,Standard Class,CJ-12010,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,3,$600.56 
9790,CA-2017-144491,3/27/2017,Standard Class,CJ-12010,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,1,$39.99 
9791,CA-2017-144491,3/27/2017,Standard Class,CJ-12010,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",2,$211.25 
9792,CA-2014-127166,5/21/2014,Second Class,KH-16360,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,6,$56.06 
9793,CA-2014-127166,5/21/2014,Second Class,KH-16360,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,2,$107.77 
9794,CA-2014-127166,5/21/2014,Second Class,KH-16360,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",1,$4.83 
9795,CA-2014-127166,5/21/2014,Second Class,KH-16360,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,3,$18.24 
9796,CA-2016-125920,5/21/2016,Standard Class,SH-19975,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3,$3.80 
9797,CA-2015-128608,1/12/2015,Standard Class,CS-12490,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",2,$10.37 
9798,CA-2015-128608,1/12/2015,Standard Class,CS-12490,TEC-PH-10004977,Technology,Phones,GE 30524EE4,2,$235.19 
9799,CA-2015-128608,1/12/2015,Standard Class,CS-12490,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,4,$26.38 
9800,CA-2015-128608,1/12/2015,Standard Class,CS-12490,TEC-AC-10000487,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,2,$10.38 
9801,CA-2015-128608,1/12/2015,Standard Class,CS-12490,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,3,$107.12 
9802,CA-2017-137918,9/29/2017,Standard Class,JK-15730,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",7,$97.30 
9803,CA-2015-122973,7/18/2015,Second Class,PJ-19015,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,2,$3.33 
9804,CA-2015-122973,7/18/2015,Second Class,PJ-19015,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",1,$135.99 
9805,CA-2015-122973,7/18/2015,Second Class,PJ-19015,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",1,$7.38 
9806,CA-2016-136322,10/21/2016,Standard Class,AP-10720,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",2,$45.57 
9807,CA-2016-136322,10/21/2016,Standard Class,AP-10720,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,8,$28.75 
9808,CA-2017-107209,7/27/2017,Second Class,JW-15955,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",4,$194.85 
9809,CA-2017-145093,7/21/2017,Standard Class,PT-19090,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",2,$2.11 
9810,US-2014-139640,11/7/2014,Second Class,TB-21595,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,5,$25.92 
9811,US-2014-139640,11/7/2014,Second Class,TB-21595,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,4,$120.77 
9812,CA-2016-117583,11/27/2016,First Class,CB-12025,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,4,$25.92 
9813,CA-2016-117583,11/27/2016,First Class,CB-12025,OFF-AR-10000658,Office Supplies,Art,Newell 324,3,$34.65 
9814,CA-2016-117583,11/27/2016,First Class,CB-12025,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,5,$204.95 
9815,CA-2016-117583,11/27/2016,First Class,CB-12025,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",5,$79.95 
9816,CA-2015-162201,6/8/2015,Standard Class,AG-10495,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,7,$173.49 
9817,CA-2015-162201,6/8/2015,Standard Class,AG-10495,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,4,$516.96 
9818,CA-2015-162201,6/8/2015,Standard Class,AG-10495,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",7,$173.21 
9819,CA-2015-162201,6/8/2015,Standard Class,AG-10495,OFF-AR-10003856,Office Supplies,Art,Newell 344,2,$4.45 
9820,CA-2015-162201,6/8/2015,Standard Class,AG-10495,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,3,$9.00 
