job,doc,borough,house,street_name,job_type,job_status_descrp,landmarked,adult_estab,latest_action_date,existing_occupancy,proposed_occupancy,owner_type,job_description,initial_cost
103027225,1,MANHATTAN,14,WALL STREET,A2,SIGNED OFF,N,N,2002-05-13 ,E,,PARTNERSHIP,"MINOR INTERIOR DEMOLITION AS PER PLANS. NO CHANGE TO USE, EGRESS, OR OCCUPANCY.",$53000.00
103027234,1,MANHATTAN,230,PARK AVENUE,A2,PERMIT ISSUED - PARTIAL JOB,N,N,2001-11-29 ,COM,,CORPORATION,"Installation of interior partitions on the 8th floor as per plans filed herewith.  No change in use, egress or occupancy.",$10000.00
220474760,1,BRONX,6355,BROADWAY,A1,PLAN EXAM - DISAPPROVED,N,N,2018-02-01 ,PUB,I-1,PARTNERSHIP,HEREWITH FILING A 'NO WORK' ALTERATION TYPE I APPLICATION TO CHANGE THE METES & BOUNDS. FILED IN CONJUNCTION WITH SUB DIVISION APPLICATION #  220468081,$100.00
421593975,1,QUEENS,37-59,74 STREET,A2,SIGNED OFF,N,N,2019-06-27 ,COM,COM,INDIVIDUAL,"INSTALLATION OF FIRE SUPPRESSION. COOKING EQUIPMENT, FIRE SUPPRESSION SHUT OFF VALVE AND KITCHEN HOOD WERE FILED UNDER #421468557.",$2000.00
103027234,2,MANHATTAN,230,PARK AVENUE,A2,PERMIT ISSUED - PARTIAL JOB,N,N,2001-11-29 ,,,,"Modification of mechanical equipment and plumbing work as per plans filed herewith.  No change  in use, egress or occupancy.",$10000.00
103027270,1,MANHATTAN,145,WEST   42 STREET,A2,SIGNED OFF,N,N,2014-01-09 ,,,CORPORATION,"MODIFICATION TO FIRE ALARM SYSTEM AS SHOWN ON PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$3000.00
122718639,1,MANHATTAN,117,WEST 70 STREET,A1,PLAN EXAM - DISAPPROVED,Y,N,2018-02-07 ,J-1,R-1,CORPORATION,AMENDING CERTIFICATE OF OCCUPANCY TO SHOW CHANGE OF USE OF CELLAR FROM STORAGE TO CAFETERIA.,$10000.00
102526250,1,MANHATTAN,37,WEST   56 STREET,A2,PERMIT ISSUED - PARTIAL JOB,N,N,2001-05-04 ,,,INDIVIDUAL,"INSTALL FIRE SUPPRESSION SYSTEM NO CHANGE IN USE, EGRESS OR OCCUPANCY",$2000.00
210177770,1,BRONX,1791,MARMION AVENUE,NB,PLAN EXAM - DISAPPROVED,N,N,2019-05-01 ,,R-2,PARTNERSHIP,FILING TO CONSTRUCT NEW 7 STORY AND CELLAR BUILDING,$0.00
123497233,1,MANHATTAN,305,WEST END AVENUE,A2,SIGNED OFF,Y,N,2019-03-11 ,RES,RES,CORPORATION,"SPRINKLER AND STANDPIPE WORK AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",$148450.00
140809294,1,MANHATTAN,409,CENTRAL PARK W,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-10-11 ,F-1B,F-1B,CORPORATION,STRUCTURAL DRAWINGS BEING FILED FOR HVAC REPLACEMENT JOB #140789546,$15000.00
240211739,1,BRONX,847,QUINCY AVENUE,A2,SIGNED OFF,N,N,2018-05-01 ,R-3,R-3,INDIVIDUAL,"FILING HEREWITH TAX ABATEMENT APPLICATION FOR INSTALLATION OF ROOF MOUNTED SOLAR PANELS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$44550.00
110060442,1,MANHATTAN,20,WEST   60 STREET,A2,SIGNED OFF,N,N,2008-04-21 ,,,INDIVIDUAL,INSTALL FIRE SUPPRESSION SYSTEM ONLY. NOCHANGE IN USE EGRESS OR OCCUPANC Y. GAS VALVE FILED UNDER APPL #103592997,$3000.00
220474751,1,BRONX,1188,WORTHEN STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-03-29 ,F-1,F-1,CORPORATION,HEREWITH FILING TO CREATE A NEW PASSAGE DOORWAY BETWEEN THE TWO NEIGHBORING BUILDINGS,$10000.00
110062967,1,MANHATTAN,150,EAST   42 STREET,A2,PLAN EXAM - APPROVED,Y,N,2008-01-23 ,COM,,CORPORATION,"Install and relocate existing fire alarm as shown on plans. No change of us,egreess or occupancy.",$5000.00
110062976,1,MANHATTAN,150,EAST   42 STREET,A2,SIGNED OFF,Y,N,2009-10-16 ,COM,,CORPORATION,"Demolition and installation of interior partitions as shown on plans. No change of use, egress or occupancy",$50000.00
110064073,2,MANHATTAN,460,PARK AVENUE,A2,SIGNED OFF,N,N,2008-06-03 ,,,,"Modification to HVAC system and plumbing fixtures as per plans filed herewith. No change in use, egress or occupancy under this application.",$10000.00
103027289,1,MANHATTAN,752,GREENWICH STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2001-12-10 ,J-2,,PARTNERSHIP,INSTALL  NEW STEEL BEAMS AND COLUMNS IN CELLAR. EXISTING WOOD BEAMS AND COLUMNS TO REMAIN.,$20000.00
103027298,1,MANHATTAN,375,WEST  125 STREET,A2,SIGNED OFF,N,N,2002-03-29 ,J-2,,CORPORATION,LEGALIZE (1) NEW L.P. BOILER WITH INTEGRAL GAS FIRED BUNER CONNECT TO EXISTING L.P. GAS LINE,$4000.00
110064769,1,MANHATTAN,566,AMSTERDAM AVENUE,A2,SIGNED OFF,N,N,2009-10-08 ,RES,,CORPORATION,"REPLACE EXISTING RANGE HOOD FIRE SUPRESSION SYSTEM ONLY.    NO CHANGE USE, OCCUPANCY OR EGRESS.",$3000.00
110064778,1,MANHATTAN,156,FIFTH AVENUE,A2,SIGNED OFF,Y,N,2008-03-18 ,,,PARTNERSHIP,GNRL CONST.FILED AS PER PLANS NO CHANGES,$25000.00
110065090,1,MANHATTAN,184,THOMPSON STREET,A2,SIGNED OFF,N,N,2009-07-02 ,J-2,,CORPORATION,"Propose to demo and install new finishes.  No change to use, egress or occupancy.",$110000.00
110065090,2,MANHATTAN,184,THOMPSON STREET,A2,SIGNED OFF,N,N,2009-07-02 ,,,,"Propose to install mechanical ductwork with ac units Plumbing work.  No chante to use, egress or occupancy",$28000.00
110065090,3,MANHATTAN,184,THOMPSON STREET,A2,SIGNED OFF,N,N,2009-07-02 ,,,,Propose to perform Structural work.  No change to use egress or occupancy.,$10000.00
110065535,1,MANHATTAN,140,WEST   65 STREET,A3,SIGNED OFF,N,N,2011-01-25 ,,,INDIVIDUAL,BUILDERS PAVEMENT PLAN FRONTAGE ON COLUMBUS AVE =530 FEET FRONTAGE ON BROADWAY 126 FEET,$0.00
220474779,1,BRONX,6351,BROADWAY,A1,PLAN EXAM - DISAPPROVED,N,N,2018-01-23 ,PUB,I-1,PARTNERSHIP,HEREWITH FILING A 'NO WORK' ALTERATION TYPE I APPLICATION TO CHANGE THE METES & BOUNDS. FILED IN CONJUNCTION WITH SUB DIVISION APPLICATION #  220468081,$100.00
102526269,1,MANHATTAN,308,LENOX AVENUE,A2,PERMIT ISSUED - PARTIAL JOB,N,N,2001-04-25 ,,,INDIVIDUAL,"INSTALL FIRE SUPPRESSION SYSTEM. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$2000.00
421586929,1,QUEENS,60-47,68 AVENUE,A2,SIGNED OFF,Y,N,2019-11-21 ,RES,RES,CORPORATION,RENOVATION OF EXISTING 5 FAMILY BUILDING. NO CHANGE IN OCCUPANCY USE OR MEANS OF EGRESS.,$380000.00
110065642,1,MANHATTAN,30,WATER STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,Y,N,2008-01-08 ,F-4,,INDIVIDUAL,Proposed: Plumbing work at cellar and first floor. No change of occupancy use or means of egress.,$15000.00
110065651,1,MANHATTAN,2090,7 AVENUE,A2,PLAN EXAM - APPROVED,Y,N,2008-06-09 ,COM,,CORPORATION,"Modification of sprinkler system (new loop) for 7th floor tenant renovation. New FD valves, hose racks and fire standpipe.  Distribution of piping and heads to be filed seperately as shown on drawings filed herewith.  No change in use, egress or occupancy.",$15000.00
110066320,1,MANHATTAN,1361,MADISON AVENUE,A2,SIGNED OFF,Y,N,2008-10-06 ,RES,,CORPORATION,"Renovations of Apartment 6E. No change to use, egress or occupancy.",$40000.00
110066357,1,MANHATTAN,611,5 AVENUE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,Y,N,2008-02-13 ,E,,CORPORATION,"Renovate existing retail space. No change in use, egress or occupancy.",$20000.00
110066357,3,MANHATTAN,611,5 AVENUE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,Y,N,2008-02-13 ,,,,File mechanical work in conjunction with renovation of retail space.,$15000.00
110066366,1,MANHATTAN,1,STATE STREET PLAZA,A2,SIGNED OFF,N,N,2008-07-01 ,,,PARTNERSHIP,CONVERT STORAGE ROOM TO HANDICAP TOILETAS PER PLANS,$4500.00
110066384,1,MANHATTAN,140,EAST   63 STREET,A2,SIGNED OFF,N,N,2008-07-23 ,J-2,,CORPORATION,MINOR PARTITION  CHANGES AND PLUMBING AS SHOWN ON PLAN AND SCHEDULE B IN EXISTING APARTMENT. NO CHANGE OF USE OCCUPANCY OR EGRESS,$5000.00
103027305,1,MANHATTAN,511,WEST   25 STREET,A2,SIGNED OFF,N,N,2002-01-25 ,,,CORPORATION,"REPLACE BOILER AND OIL BURNER. NO CHANGE  IN EGRESS, OCCUPANCY OR USE UN ER THIS APPLICATION.",$0.00
123468167,1,MANHATTAN,1180,AVENUE OF THE AMERICAS,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2019-06-13 ,COM,COM,PARTNERSHIP,INTERIOR NON-STRUCTURAL DEMO AT 6TH AND 7TH FLOORS AS SHOWN ON PLANS FILED HEREWITH.,$215000.00
110066623,1,MANHATTAN,81,RIVERSIDE DRIVE,A1,SIGNED OFF,Y,N,2010-06-24 ,RES,RES,INDIVIDUAL,Renovate exisiting 5 family dwelling and convert it to 3 family dwelling. Obtain amended CO.,$65000.00
110066641,1,MANHATTAN,510,EAST   62 STREET,A1,PLAN EXAM - APPROVED,N,N,2008-01-22 ,COM,E,CORPORATION,File no work application to amend CO and change use to New Code Class E occupancy.,$1000.00
123275419,1,MANHATTAN,161,WEST 16TH STREET,A2,SIGNED OFF,N,N,2018-09-28 ,RES,RES,CONDO/CO-OP,GENERAL CONSTRUCTION STRUCTURAL AND PLUMBING WORK INDICATED ON DRAWINGS FILED HEREWITH NO CHANGE IN USE EGRESS OR OCCUPANCY UNDER THIS APPLICATION,$96000.00
421573032,1,QUEENS,405,BEACH 62ND STREET,A2,PLAN EXAM - APPROVED,N,N,2018-03-06 ,B,B,CORPORATION,"MODIFICATION TO SPRINKLER SYSTEM AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION. APPLICATION FILED IN CONJUNCTION WITH ALT1# 420662090.",$284581.00
123276588,1,MANHATTAN,39,GREAT JONES STREET,A2,PLAN EXAM - DISAPPROVED,Y,N,2018-02-20 ,RES,RES,CORPORATION,"INSTALLATION OF MANUAL AND AUTOMATIC SMOKE DETECTION FIRE ALARM SYSTEM. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",$6000.00
340637573,1,BROOKLYN,276,KOSCIUSZKO STREET,A2,SIGNED OFF,N,N,2019-02-20 ,RES,RES,INDIVIDUAL,"INSTALL SOLAR PV SYSTEM ON THE EXISTING ROOFTOP. NO CHANGES TO USE, EGRESS OR OCCUPANCY.",$42045.00
110068541,3,MANHATTAN,36,WEST   35 STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2008-02-11 ,,,,"Structural modifications on the 1st floor as per plans filed herewith.  No change to use, egress or occupancy.",$23000.00
540155678,1,STATEN ISLAND,91,WINANT STREET,A2,SIGNED OFF,N,N,2019-03-28 ,R-3,R-3,INDIVIDUAL,INSTALLATION OF A ROOFTOP RAILLESS SOLAR PANEL PV SYSTEM.,$24650.00
220671574,1,BRONX,626,WHITTIER STREET,A2,PLAN EXAM - APPROVED,N,N,2018-10-04 ,F-2,F-2,CORPORATION,PLUMBING RENOVATION,$10000.00
102611005,1,MANHATTAN,330,WEST   34 STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2000-11-21 ,,,CORPORATION,FIRE ALARM MODIFICATIONS ON THE 17TH FL. AS INDICATED ON DRAWINGS.,$40000.00
140809392,1,MANHATTAN,21,ARDEN STREET,A3,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2019-03-12 ,,,CORPORATION,PROPOSE BUILDERS PAVEMENT PLAN IN CONJUNCTION WITH ALT I #121188785. TOTAL STREET FRONTAGE 27 LF.,$0.00
110068550,1,MANHATTAN,65,EAST   55 STREET,A2,SIGNED OFF,N,N,2010-12-22 ,E,,PARTNERSHIP,"Interior demolition on the 26th and 27th floors as per plans. No change to use, egress or occupancy.",$55000.00
110068569,1,MANHATTAN,666,5 AVENUE,A2,SIGNED OFF,N,N,2011-07-07 ,COM,,PARTNERSHIP,Filing herewith for interior demolition and installation to non load bearing patitions and related finishes as per plans. No change in use egress or occupancy.,$3168000.00
110068569,2,MANHATTAN,666,5 AVENUE,A2,SIGNED OFF,N,N,2011-07-07 ,,,,"Filing herewith modifications to HVAC system and installation of plumbing fixtures as per plans. No change in use, egress or occupancy.",$1786000.00
110068569,3,MANHATTAN,666,5 AVENUE,A2,SIGNED OFF,N,N,2011-07-07 ,,,,"Filing herewith for structural work as per plans. No change in use, egress or occupancy.",$145000.00
110068514,1,MANHATTAN,998,5 AVENUE,A2,SIGNED OFF,Y,N,2018-04-16 ,,,CONDO/CO-OP,INSTALLATION OF INTERIOR PARTITIONS. NOWORK AT EXTERIOR. NO CHANGE IN U SE OCCUPANCY OR EGRESS,$3446872.00
340640694,1,BROOKLYN,151,WEST 9TH STREET,A3,PLAN EXAM - DISAPPROVED,N,N,2018-10-18 ,,,CORPORATION,PROVIDE BUILDERS PAVEMENT PLAN FOR A TOTAL FRONTAGE OF 22 AS PER PLANS FILED. IN CONJUNCTION WITH APP# 320000000. IN CONJUNCTION WITH APP# 924042930,$0.00
421661348,1,QUEENS,37-16,UNION STREET,DM,SIGNED OFF,N,N,2019-07-15 ,PUB,,CORPORATION,"FULL DEMOLITION OF ONE STORY STRUCTURE, USING HAND HELD EQUIPMENT AND MECHANICAL MEANS.",$0.00
140713636,1,MANHATTAN,311,10TH AVENUE,A3,SIGNED OFF,N,N,2018-01-08 ,RES,RES,CORPORATION,"EXPLORATORY TEST PITS RELATED TO SOE TO GATHER INFORMATION FOR FUTURE BUILDING DESIGN. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",$8000.00
110071074,1,MANHATTAN,1345,6 AVENUE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2008-07-28 ,,,PARTNERSHIP,FILING HEREWITH DRAWINGS SHOWING DEMO/CONSTRUCTION OF PARTITION ON THE 45TH FLOOR AS PER DRAWINGS SUBMITTED.,$718000.00
340577897,1,BROOKLYN,287,WYCKOFF AVE,A2,PLAN EXAM - IN PROCESS,N,N,2018-01-18 ,RES,RES,PARTNERSHIP,"THE ALTERATION OF AN EXISTING 3 STORY TENEMENT BUILDING MECHANICAL SYSTEMS. WORK INCLUDES NEW HVAC SYSTEMS INCLUDING MINI SPLIT UNITS FOR HEATING AND AIR CONDITIONING, AND NEW BATHROOM EXHAUST .",$80000.00
103027332,1,MANHATTAN,400,WEST   23 STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2001-11-21 ,K,,INDIVIDUAL,"NAIL SALON ESTABLISHMENT.  NO CHANGE OF EGRESS, USE AND OCCUPANCY.",$24000.00
103027546,3,MANHATTAN,235,EAST   42 STREET,A2,SIGNED OFF,N,N,2012-03-23 ,,,,"STRUCTURAL MODIFICATION TO EXISTING FRAMING AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$18000.00
110074936,1,MANHATTAN,320,PARK AVENUE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2008-02-27 ,,,PARTNERSHIP,REMOVE AND CONSTRUCT INTERIOR PARTITIONSAND DOORS AS SHOWN ON DRAWINGS FILED NO CHANGES,$250000.00
123494691,1,MANHATTAN,348,W 14TH STREET,A2,SIGNED OFF,N,N,2019-02-05 ,B,B,CORPORATION,INSTALLATION OF 2 NEW BOILERS AT THE CELLAR LEVEL AS SHOWN ON DRAWINGS. FILED IN CONJUNCTION WITH ALT-1 APPLICATION NUMBER 122624099.,$10000.00
340637742,1,BROOKLYN,1610,BERGEN STREET,A3,APPLICATION PROCESSED - ENTIRE,N,N,2018-10-05 ,,,CORPORATION,"BUILDER'S PAVEMENT PLAN &amp; CHECKLIST SUBMITTED HEREWITH FOR TOTAL LOT FRONTAGE OF 24 FEET ON BERGEN STREET, NB # 321384373, HOUSE#:  1610 BERGEN STREET",$0.00
123428763,1,MANHATTAN,58,WEST 39 STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-03-29 ,COM,COM,CORPORATION,"CONVERT EXISTING SPRINKLER SYSTEM TO DRY SYSTEM IN CONJUNCTION WITH DEMO JOB# 122830865. NO CHANGE OF USE, EGRESS OR OCCUPANCY.",$5000.00
110074945,1,MANHATTAN,1697,BROADWAY,A2,SIGNED OFF,Y,N,2008-10-06 ,E,,CORPORATION,"Revised seating arrangement for special occupancy structure used as a TV studio as per plans filed herewith.  No change of use, egress or occupancy under this application.",$3000.00
110075980,1,MANHATTAN,2084,7 AVENUE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,Y,N,2008-04-01 ,E,,INDIVIDUAL,"Existing retail space to be renovated.  No change to egress, occupancy, or use group.",$20000.00
110075828,1,MANHATTAN,10,NATHAN D PERLMAN PLACE,A2,SIGNED OFF,N,N,2009-05-18 ,PUB,,CORPORATION,"Filing for Modification of the sprinkler system as shown on drawings filed herewith. No change in use, egress, or occupancy.",$35000.00
110075819,1,MANHATTAN,156,WEST   56 STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2008-01-25 ,,,PARTNERSHIP,ADDITION/MODIFICATIONS TO CLASS E FIREALARM SYSTEM ON 22 FLOOR AS PER PLANS FILED,$25000.00
140752335,1,MANHATTAN,29,BROADWAY,A2,SIGNED OFF,N,N,2018-07-11 ,E,E,CORPORATION,"ADDITIONS/ MODIFICATIONS TO THE EXISTING SPRINKLER SYSTEM.  THERE IS NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$44100.00
102548325,1,MANHATTAN,2537,BROADWAY,A3,SIGNED OFF,N,N,2006-07-24 ,COM,,CORPORATION,"INSTALLATION OF A HEAVY DUTY SHED 180' DURING FACADE REPAIR. NO CHANGE IN USE, EGRESS OR OCCUPANCY",$0.00
110077149,1,MANHATTAN,675,ACADEMY STREET,A3,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2008-01-23 ,RES,,INDIVIDUAL,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED 250 LINEAR FEET. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",$0.00
110077390,1,MANHATTAN,140,EAST   56 STREET,A3,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2008-01-25 ,J-2,,PARTNERSHIP,Installation of pipe Scaffolding 32'  long by 18 ' high.,$0.00
110078148,2,MANHATTAN,275,MADISON AVENUE,A2,SIGNED OFF,N,N,2009-05-11 ,,,,PROPOSE TO INSTALL MECHANICAL DUCT WORK ALONG WITH AC UNIT. INSTALL PLUMBING FIXTURES AND RELATED PIPING AS SHOWN ON DRAWINGS FILED HERWITH.,$50000.00
110078512,1,MANHATTAN,711,5 AVENUE,A2,PLAN EXAM - APPROVED,N,N,2008-02-08 ,E,,CORPORATION,"Installation of new sprinkler heads on the 2nd floor as per plans filed herewith.  No change to use, egress or occupancy.",$6000.00
110081054,1,MANHATTAN,812,WEST  181 STREET,A3,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2009-06-15 ,COM,,INDIVIDUAL,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED 231 LINEAR FEET. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",$0.00
110080778,1,MANHATTAN,455,CENTRAL PARK WEST,A3,PERMIT ISSUED - ENTIRE JOB/WORK,Y,N,2008-04-10 ,COM,,PARTNERSHIP,"INSTALLATION OF 30 LINEAR FEET OF HEAVY DUTY SIDEWALK SHED AS FOR REMEDIAL REPAIRS. SIDEWALK SHED SHALL COMPLY TO LL 33/91 AND TPPN 9/1999. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION. LIVE LOAD 300 PSF.",$0.00
200467244,1,BRONX,1600,WEBSTER AVENUE,A2,SIGNED OFF,N,N,2002-11-13 ,,,OTHER,"IS147 REPLACE EXTERIOR WINDOWS, DOORS & REPAIR MASONRY",$2263250.00
103043252,1,MANHATTAN,1480,AMSTERDAM AVENUE,A3,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2001-11-30 ,RES,,OTHER,"Replace deteriorated metal stairs from main lobby to rear yard. No changes to uses, egress or occupancy.",$3000.00
103043261,1,MANHATTAN,52,WEST   57 STREET,A2,SIGNED OFF,N,N,2003-05-07 ,COM,,CORPORATION,"Application filed for facade rehabilitation as shown on plans filed herewith. No change in use, egress or occupancy.",$25000.00
240218224,1,BRONX,760,E 237TH ST,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-04-04 ,R-3,R-3,INDIVIDUAL,"FILING HEREWITH TAX ABATEMENT APPLICATION FOR INSTALLATION OF ROOF MOUNTED SOLAR PANELS.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$51150.00
200467547,1,BRONX,3740,BAYCHESTER AVENUE,A2,PLAN EXAM - DISAPPROVED,N,N,2002-01-23 ,,,OTHER,PS111 RENOVATION OF THE EXTERIOR PAVING,$500000.00
200467976,1,BRONX,3030,ROBERTS AVENUE,A2,SIGNED OFF,N,N,2002-10-01 ,,,OTHER,"PS71 PARAPET REPAIRS NEW CONTROL JOINTS LADDER AT ROOF, PLUS PARAPET BAR RIER INSTALLATION.",$127333.00
440473587,1,QUEENS,827,DORIAN COURT,A2,SIGNED OFF,N,N,2018-10-09 ,R-3,R-3,INDIVIDUAL,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF STRUCTURE. NO CHANGE IN EGRESS, USE, OR OCCUPANCY",$33113.00
200467814,1,BRONX,1970,WEST FARMS ROAD,A3,SIGNED OFF,N,N,2001-05-14 ,G,,OTHER,IS200FENCE IN CONJUNCTION W/ 2005782219,$0.00
200467985,1,BRONX,3530,KINGS COLLEGE PLACE,A2,SIGNED OFF,N,N,2004-07-28 ,,,OTHER,PS94 INSTALLING A DOUBLE WALL TEMP FUEL OIL TANK & TO BE CONNECTED TO 1 TEMP MOBILE BOILER/BURNER.  TEMP TANK TO  BE REMOVED AT COMPLETION OF PERMANENT OILER/BURNER.  TEMPORARY FENCE,$10000.00
200467949,1,BRONX,980,MACE AVENUE,A3,SIGNED OFF,N,N,2005-06-17 ,PUB,,OTHER,PS89 SIDEWALK SHED DURING FACADE REPAIR UNDER 200467618,$0.00
200467967,1,BRONX,1550,VYSE AVENUE,A2,SIGNED OFF,N,N,2004-02-12 ,,,OTHER,"P.S.50X; EXTERIOR MODERNIZATION ROOF REPAIRS. SCA LLW#023960. NO CHANGE OF USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",$500000.00
103043573,1,MANHATTAN,232,EIGHTH AVENUE,A2,PLAN EXAM - APPROVED,N,N,2003-06-13 ,COM,,INDIVIDUAL,"Construction to include new deck on rear roof. No change in use, egress or occupancy",$5000.00
103043582,1,MANHATTAN,53,WEST   11 STREET,A2,SIGNED OFF,N,N,2005-05-20 ,,,CORPORATION,"MISC. MASONRY AND BROWNSTONING REPAIRS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$85000.00
123275017,1,MANHATTAN,42,WEST 44TH STREET,A2,SIGNED OFF,Y,N,2018-07-02 ,COM,COM,CORPORATION,REPLACEMENT OF COOLING TOWER ON THE ROOF. NO CHANGE IN USE EGRESS OR OCCUPANCY.,$125000.00
140810362,1,MANHATTAN,315,WEST 33RD STREET,A2,PLAN EXAM - IN PROCESS,N,N,2018-10-09 ,RES,RES,CORPORATION,REPLACEMENT OF A/C UNIT .THERE WILL BE NO CHANGE IN USE EGRESS OR OCCUPANCY,$600250.00
102548842,1,MANHATTAN,300,WEST   14 STREET,A2,SIGNED OFF,N,N,2003-02-28 ,,,CORPORATION,"INSTALL NEW BATHROOM INSTALL DRYWALL PARTITIONS AND CEILINGS, INSTALL FINISHED FLOORS,INSTALL/MODIFY EXISTING KITCHEN NO CHANGE IN USE EGRESS/OCCUPNCY",$70000.00
200470631,1,BRONX,125,EAST  181 STREET,A3,SIGNED OFF,N,N,2002-03-21 ,G,,OTHER,PS79X; FILING FOR CONSTRUCTION FENCE IN CONJUNCTION WITH BOILER APPL.# 200465068.,$0.00
421687062,1,QUEENS,66-82,FRESH POND RD,A2,PERMIT ISSUED - PARTIAL JOB,N,N,2020-01-22 ,COM,COM,CORPORATION,FILING TO PROPOSED INSTALLATION ROOFTOP REFRIGERATIORN SYSTEM. NO CHANGE IN USE EGRESS OR OCCUPANCY.,$33000.00
321685583,1,BROOKLYN,1601,KINGS HIGHWAY,A2,SIGNED OFF,N,N,2018-08-21 ,M,M,CORPORATION,"SPRINKLER INSTALLATION FOR TENANT FIT OUT FOR MODELL'S IN CONJUNCTION WITH THE OF NEW BUILDING FILED UNDER APPLICATION #320992155 AS PER THE PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",$35000.00
321735182,1,BROOKLYN,302,LINDEN STREET,A2,PLAN EXAM - APPROVED,N,N,2018-05-03 ,RES,RES,INDIVIDUAL,"INSTALL NEW BATHROOM AND SHEETROCK TO PERIMETER WALLS. LOWER AND ADJUST CELLAR FLOOR.  ADD NEW METAL ACCESS PLATFORM &amp; STAIR AT REAR. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",$72500.00
340562910,1,BROOKLYN,630,40 STREET,A2,SIGNED OFF,N,N,2018-10-13 ,RES,RES,INDIVIDUAL,"PROPOSED DEMOLITION WORK IN EXISTING 2-STORY BRICK BUILDING WITH BASEMENT. REMOVE NON-BEARING INTERIOR PARTITIONS, PLUMBING FIXTURES, WALL & FLOOR FINISHES AS PER PLANS. NO CHANGES IN USE, EGRESS, OR OCCUPANCY.",$33500.00
123427452,1,MANHATTAN,729,SEVENTH AVE,A2,SIGNED OFF,N,N,2019-04-11 ,E,E,CORPORATION,7TH FLOOR FILING HEREWITH FOR MODIFICATIONS TO AN EXISTING FIRE ALARM SYSTEM AS PER PLANS FILED HEREWITH. NO CHANGE IN USE EGRESS OR OCCUPANCY.,$15000.00
123239263,1,MANHATTAN,292,MADISON AVENUE,A2,SIGNED OFF,N,N,2018-02-23 ,B,B,PARTNERSHIP,INSTALL (1) NEW 10 GAGE STAINLESS STEEL LINER IN EXISTING METAL LINER/BRICK CHIMNEY.  NO CHANGE IN MEANS OF EGRESS USE GROUP OR OCCUPANCY.,$180000.00
103043591,1,MANHATTAN,11,WEST   42 STREET,A2,SIGNED OFF,N,N,2002-04-03 ,,,,"ADDITION TO CLASS A SYSTEM. AREA SMOKE DETECTORS, DUCT DETECTORS, AC FAN SHUTDOWN RELAYS. NO CHANGE IN USE, EGRESS, OCCUPANCY.",$10000.00
200470711,1,BRONX,149,EAST MOSHOLU PARKWAY NORTH,A3,SIGNED OFF,N,N,2001-06-07 ,G,,OTHER,IS80/PS280 SIDEWALK SHED IN CONJUNCTION WITH 200467324,$0.00
